,Variable,Unit,Aggregation,czo_id,Discipline
306,instantaneous radiation,,standarddeviation,2617,Climatology / Meteorology
307,global radiation,,standarddeviationof,2617,Climatology / Meteorology
308,photon flux density pfd,,standarddeviationof,2617,Climatology / Meteorology
309,reflected radiation,,standarddeviationof,2617,Climatology / Meteorology
310,relative humidity,,standarddeviationof,2617,Climatology / Meteorology
311,temperature,,standarddeviationof,2617,Climatology / Meteorology
312,wind speed,,standarddeviationof,2617,Climatology / Meteorology
313,flux density solar radiation,,total,2617,Climatology / Meteorology
314,photosynthetic flux density,,total,2617,Climatology / Meteorology
315,incoming solar radiation,,NaN,2619,Climatology / Meteorology
316,precipitation horizontal,,NaN,2619,Climatology / Meteorology
317,o3,,average,2620,Climatology / Meteorology
318,external temperature,,NaN,2620,Climatology / Meteorology
319,internal temperature,,NaN,2620,Climatology / Meteorology
320,ozone,,maximum,2620,Climatology / Meteorology
321,ozone,,minimum,2620,Climatology / Meteorology
322,ozone,,standarddeviation,2620,Climatology / Meteorology
323,instantaneous radiation moles,,average,2622,Climatology / Meteorology
324,photosynthetic flux density moles,,average,2622,Climatology / Meteorology
325,instantaneous radiation moles,,NaN,2622,Climatology / Meteorology
326,par density,,standarddeviationof,2622,Climatology / Meteorology
327,mean albedo,,NaN,2624,Climatology / Meteorology
328,mean global radiation,,NaN,2624,Climatology / Meteorology
329,temperature,,meanofmaximum,2624,Climatology / Meteorology
330,temperature,,meanofminimum,2624,Climatology / Meteorology
331,relative humidity,,meanofmaximum,2624,Climatology / Meteorology
332,windspeed,,meanofmaximum,2624,Climatology / Meteorology
333,unit wind vector,,meanofmean,2624,Climatology / Meteorology
334,wind speeds,,meanofmean,2624,Climatology / Meteorology
335,relative humidity,,meanofminimum,2624,Climatology / Meteorology
336,wind speed,,meanofminimum,2624,Climatology / Meteorology
337,of wind speed direction,,meanofstandarddeviation,2624,Climatology / Meteorology
338,mean photosynthetic flux density (ppfd),,NaN,2624,Climatology / Meteorology
339,mean precipitation,,NaN,2624,Climatology / Meteorology
340,mean shortwave radiation inbound,,NaN,2624,Climatology / Meteorology
341,mean shortwave radiation outbound,,NaN,2624,Climatology / Meteorology
342,incoming shortwave radiation,,meanstandarddeviationof,2624,Climatology / Meteorology
343,outgoing shortwave radiation,,meanstandarddeviationof,2624,Climatology / Meteorology
344,meantimeofmaximum relative humidity,,NaN,2624,Climatology / Meteorology
345,meantimeofmaximum temperature,,NaN,2624,Climatology / Meteorology
346,meantimeofmaximum wind speed,,NaN,2624,Climatology / Meteorology
347,meantimeofminimum relative humidity,,NaN,2624,Climatology / Meteorology
348,meantimeofminimum temperature,,NaN,2624,Climatology / Meteorology
349,meantimeofminimum wind speed,,NaN,2624,Climatology / Meteorology
350,albedo,,median,2624,Climatology / Meteorology
351,global radiation,,median,2624,Climatology / Meteorology
352,temperature,,medianmaximum,2624,Climatology / Meteorology
353,relative humidity,,medianofmaximum,2624,Climatology / Meteorology
354,wind speed,,medianofmaximum,2624,Climatology / Meteorology
355,wind direction degree,,medianofmean,2624,Climatology / Meteorology
356,wind speed,,medianofmean,2624,Climatology / Meteorology
357,relative humidity values,,medianofminimum,2624,Climatology / Meteorology
358,temperature,,medianofminimum,2624,Climatology / Meteorology
359,wind speed,,medianofminimum,2624,Climatology / Meteorology
360,shortwave radiation inbound,,medianof,2624,Climatology / Meteorology
361,shortwave radiation outbound,,medianof,2624,Climatology / Meteorology
362,medianoftimeofmaximum temperature,,NaN,2624,Climatology / Meteorology
363,photosynthetic flux density (ppfd),,median,2624,Climatology / Meteorology
364,precipitation,,median,2624,Climatology / Meteorology
365,relative humidity,,mediantimeofmaximum,2624,Climatology / Meteorology
366,wind speed,,mediantimeofmaximum,2624,Climatology / Meteorology
367,relative humidity,,mediantimeofminimum,2624,Climatology / Meteorology
368,temperature,,mediantimeofminimum,2624,Climatology / Meteorology
369,wind speed,,mediantimeofminimum,2624,Climatology / Meteorology
370,calcium,,NaN,2626,Water Chemistry
371,chlorine,,NaN,2626,Water Chemistry
372,conductivity,,NaN,2626,Water Chemistry
373,potassium,,NaN,2626,Water Chemistry
374, ,mg,NaN,2626,Water Chemistry
375,sodium,,NaN,2626,Water Chemistry
376,ammonia cation nh4n,,NaN,2626,Water Chemistry
377,nitrate,,NaN,2626,Water Chemistry
378,ph,,NaN,2626,Water Chemistry
379,phosphate,,NaN,2626,Water Chemistry
380,silica,,NaN,2626,Water Chemistry
381,sulfate,,NaN,2626,Water Chemistry
382,dissolved nitrogen,,total,2626,Water Chemistry
383,throughfall precipitation mmday,,NaN,2626,Water Chemistry
384,i,,NaN,2627,Water Chemistry
385,c mass,,NaN,2628,Biogeochemistry|Geochemistry / Mineralogy
386,calcium,ppm,NaN,2628,Biogeochemistry|Geochemistry / Mineralogy
387,magnesium,ppm,NaN,2628,Biogeochemistry|Geochemistry / Mineralogy
388,n,,NaN,2628,Biogeochemistry|Geochemistry / Mineralogy
389,nitrogen mass,,NaN,2628,Biogeochemistry|Geochemistry / Mineralogy
390,potassium,,NaN,2628,Biogeochemistry|Geochemistry / Mineralogy
391,potasium,ppm,NaN,2628,Biogeochemistry|Geochemistry / Mineralogy
392,needsvariables,,NaN,2632,Climatology / Meteorology
393,tagged tracers with positions overtime additional documentation is presented within the dataset file,,NaN,2633,Geomorphology
394,sap flux,,NaN,2639,Hydrology|Biology / Ecology
395,particle counts,,NaN,2641,Climatology / Meteorology
396,18o,,NaN,2645,Water Chemistry|Hydrology
397,2h,,NaN,2645,Water Chemistry|Hydrology
398,al3 m,,NaN,2645,Water Chemistry|Hydrology
399,ba m,,NaN,2645,Water Chemistry|Hydrology
400,calcium (ca2) moles,,NaN,2645,Water Chemistry|Hydrology
401,chlorine m,,NaN,2645,Water Chemistry|Hydrology
402,dissolved organic carbon,ppm,NaN,2645,Water Chemistry|Hydrology
403,f m,,NaN,2645,Water Chemistry|Hydrology
404,Ferric cation fe-3 m,,NaN,2645,Water Chemistry|Hydrology
405,potasium moles,,NaN,2645,Water Chemistry|Hydrology
406,mg2 m,,NaN,2645,Water Chemistry|Hydrology
407,manganese m,,NaN,2645,Water Chemistry|Hydrology
408,sodium m,,NaN,2645,Water Chemistry|Hydrology
409,nitrate m,,NaN,2645,Water Chemistry|Hydrology
410,p m,,NaN,2645,Water Chemistry|Hydrology
411,sample number,,NaN,2645,Water Chemistry|Hydrology
412,silicon m,,NaN,2645,Water Chemistry|Hydrology
413,site name,,NaN,2645,Water Chemistry|Hydrology
414,sulfate 2 m,,NaN,2645,Water Chemistry|Hydrology
415,strontium m,,NaN,2645,Water Chemistry|Hydrology
416,atmospheric pressure mb,,NaN,2646,Geophysics|Hydrology
417,atmospheric temperature,degc,NaN,2646,Geophysics|Hydrology
418,battery voltage v,,NaN,2646,Geophysics|Hydrology
419,boxcarfiltered 12hour effective measurement depth,cm,NaN,2646,Geophysics|Hydrology
420,boxcarfiltered 12hour soil moisture  volumetric,,NaN,2646,Geophysics|Hydrology
421,interval end date,,count,2646,Geophysics|Hydrology
422,interval end time,,count,2646,Geophysics|Hydrology
423,effective measurement depth,cm,NaN,2646,Geophysics|Hydrology
424,fast neutron hr,,count,2646,Geophysics|Hydrology
425,soil moisture  volumetric,,NaN,2646,Geophysics|Hydrology
426,thermal neutron hr,,count,2646,Geophysics|Hydrology
427,crown class,,NaN,2648,Biology / Ecology
428,lai pcc,,NaN,2649,Biology / Ecology
429,lai,,average,2650,Biology / Ecology
430,pcc,,NaN,2650,Biology / Ecology
431,site,,standarddeviation,2650,Biology / Ecology
432,site standard error,,NaN,2650,Biology / Ecology
433,growth,cm,NaN,2651,Biology / Ecology
434,litter,g,NaN,2651,Biology / Ecology
435,trap id,,NaN,2651,Biology / Ecology
436,carbon dioxide concentration n2o concentration,ppm,NaN,2652,Geochemistry / Mineralogy
437,carbon dioxide flux,molm2s1,NaN,2652,Geochemistry / Mineralogy
438,elevation error m,,NaN,2652,Geochemistry / Mineralogy
439,elevation m,,NaN,2652,Geochemistry / Mineralogy
440,field tech,,NaN,2652,Geochemistry / Mineralogy
441,local time of day est,,NaN,2652,Geochemistry / Mineralogy
442,partial pressure of carbon dioxide ppmv,,NaN,2652,Geochemistry / Mineralogy
443,sample label,,NaN,2652,Geochemistry / Mineralogy
444,soil depth m,,NaN,2652,Geochemistry / Mineralogy
